,债券简称,成交净价(元),最新收益率(%),涨跌(BP),加权收益率(%),交易量(亿),剩余期限,是否永续
1154,20南浦口PPN003,97.00,5.2988,68.09,5.2988,,2.3014,否
1155,20无锡城南PPN001,98.10,5.4391,,5.4391,,2.8137,否
1156,19南京浦口PPN002,100.00,5.2354,71.23,5.2354,,1.1339,否
1157,20华夏银行CD453,99.24,3.1001,1.0,3.1001,,0.2329,否
1158,17烟台银行二级02,100.00,4.9953,,4.9953,,6.6877,否
1159,16株汽博园项目NPB01,73.58,5.546,,5.5465,,2.9068,否
1160,11附息国债10,107.63,3.2775,,3.2775,,10.389,否
1161,20华远陆港MTN002,99.14,4.3974,-10.9,4.398,,4.9123,否
1162,17乌高新MTN002,100.09,3.1588,,3.1588,,0.0383,否
1163,16苏沙钢MTN003,99.56,4.3,-4.0,4.303,,0.8685,否
1164,20中远租赁MTN001,97.14,5.1845,-1.55,5.1857,,2.4274,否
1165,20中化股SCP024,99.97,2.5799,-1.95,2.5799,,0.0601,否
1166,20粤交投SCP001,99.99,2.5793,-36.99,2.5793,,0.0219,否
1167,17车都建投MTN001,102.10,4.137,-0.31,4.14,,1.7507,否
1168,18沛县国资PPN001,100.23,5.5001,,5.5085,,0.1694,否
1169,19苏交通MTN001,101.12,3.8384,-14.1,3.8392,,3.4164,否
1170,18成都开投MTN001,100.55,3.95,-5.01,3.95,,0.2466,否
1171,19鄂州城投MTN001,100.49,4.3346,0.46,4.3335,,1.1339,否
1172,20阳煤CP019,98.06,6.5,10.0,6.5,,0.8685,否
1173,20常城建SCP008,99.41,3.6219,-8.8,3.626,,0.3753,否
1174,20宣城国资PPN002,99.99,4.9997,-0.02,4.9997,,2.9425,否
1175,16泸州窖MTN001,99.73,3.5941,-1.17,3.5974,,0.6986,否
1176,20武夷投资MTN002,98.78,4.4082,-9.6,4.4082,,4.3507,否
1177,18河钢集MTN001,100.27,4.0,-6.0,4.0087,,0.1667,否
1178,20深业MTN002,97.40,3.3175,0.94,3.3185,,4.3589,否
1179,16开乾投资MTN001,99.68,5.6321,8.06,5.6321,,0.2904,否
1180,18甬开投MTN001,100.44,4.04,4.0,4.0391,,2.9945,否
1181,19大横琴MTN001,99.85,4.1414,-1.03,4.1403,,3.9726,否
1182,20临空港投MTN001,98.96,4.5519,-2.66,4.5531,,4.8,否
1183,20交通银行CD050,97.85,3.1299,-0.01,3.1299,,0.3671,否
1184,19华发实业MTN002,101.54,7.7634,1.0,7.7634,,1.7589,是
1185,18陕煤化PPN003,100.84,4.0458,-8.13,4.0429,,0.6904,否
1186,18临空投MTN001,104.33,4.55,-2.0,4.5511,,2.4137,否
1187,19泉州台商MTN001,101.26,4.7112,1.0,4.7112,,1.8959,否
1188,20中原高速SCP002,99.98,2.8001,-39.97,2.8001,,0.0246,否
1189,15兴泸债,73.42,4.277,0.89,4.2797,,4.3753,否
1190,19山西建投MTN002,100.04,4.8034,,4.8034,,1.5507,否
1191,18越秀金融MTN004,101.15,4.002,10.01,4.0,,2.6329,否
1192,16乐山国资MTN001,79.66,4.0599,-9.59,4.0571,,0.8986,否
1193,19四川路桥MTN001,100.32,4.1566,,4.16,,1.5288,否
1194,20鄂长投MTN001,98.84,4.0241,-19.59,4.0231,,2.6411,否
1195,20京能源SCP004,99.91,3.1497,2.98,3.1497,,0.0956,否
1196,20豫高管MTN005,97.94,3.8961,5.87,3.8949,,4.5863,否
1197,18锡产业MTN003,100.41,3.5405,-1.59,3.5405,,0.3753,否
1198,20鞍钢MTN002,95.91,4.6,38.51,4.6,,2.3781,否
1199,20平安租赁CP004,99.88,3.6053,-44.47,3.6026,,0.7616,否
1200,19宣城经开PPN001,100.33,6.0843,,6.0854,,1.8027,否
1201,18光明房产MTN001,101.34,11.4264,0.84,11.4261,,0.6438,是
1202,20洪市政SCP005,99.92,2.9996,-19.99,2.9996,,0.0765,否
1203,20京基投SCP001,100.00,2.2422,,2.2422,,0.0219,否
1204,15湖北债23,100.87,3.02,,3.02,,1.6164,否
1205,16邵阳城建MTN002,99.69,4.8629,13.68,4.8516,,0.3068,否
1206,20南京银行CD130,98.39,3.5501,25.01,3.5501,,0.2767,否
1207,20广州农村商业银行CD112,98.28,3.63,,3.63,,0.3671,否
1208,19襄阳高新PPN001,100.14,4.5498,54.99,4.5498,,0.2685,否
1209,20丰台国资MTN001,97.25,4.1978,4.0,4.2,,2.4548,否
1210,19新长宁MTN002,100.13,3.9536,-4.64,3.9544,,3.5096,否
1211,18晋江城投MTN002,100.46,3.7435,-5.14,3.7446,,0.3589,否
1212,14贵州高速MTN001(5+2年期),101.97,3.9,-60.0,3.9,,0.9863,否
1213,16湘轻盐MTN002,99.64,4.1243,36.25,4.1222,,0.7123,否
1214,20北京银行CD095,96.85,3.3499,,3.3499,,0.6932,否
1215,20中信银行CD159,98.56,3.1198,-13.04,3.1198,,0.1585,否
1216,19华能集MTN003A,100.47,6.7151,0.29,6.7151,,1.5123,是
1217,19襄阳高新PPN002,100.35,4.75,-114.75,4.75,,0.7616,否
1218,17苏州经济MTN001,102.80,3.85,,3.85,,1.9151,否
1219,20重庆银行CD053,97.66,3.2399,1.0,3.2399,,0.3863,否
1220,19江北国资MTN002,101.56,4.4683,,4.4692,,3.2493,否
1221,19贵阳经开债01,100.23,7.3975,-0.68,7.3975,,5.3945,否
1222,20咸宁高新PPN003,99.51,5.9194,53.1,5.9194,,1.8,否
1223,19青岛北城MTN002,99.62,4.12,-12.65,4.12,,1.7644,否
1224,19凤城河MTN001,101.75,4.55,-1.07,4.5516,,1.6712,否
1225,18淮安开发MTN005,100.49,4.55,8.57,4.5534,,0.5973,否
1226,16云能投PPN001,99.03,5.2048,,5.2,,0.8795,否
1227,18滨江房产MTN001,100.64,3.8002,1.0,3.8002,,0.2685,否
1228,18南京滨江MTN001,100.53,4.0099,1.0,4.0099,,0.2438,否
1229,18宣城国资PPN002,101.47,4.29,,4.29,,0.9041,否
1230,18恒健MTN001,100.46,3.3002,-1.56,3.3002,,0.2466,否
1231,17济宁城投MTN001,101.64,4.1677,-28.68,4.1681,,1.3671,否
1232,19北京国资MTN001,100.19,3.554,,3.552,,1.2849,否
1233,18太钢MTN002,100.45,3.7099,,3.705,,0.4,否
1234,19汇金MTN011,99.79,3.5334,0.74,3.5317,,1.5315,否
1235,19鲁信创业MTN001,102.15,4.6904,-19.41,4.6904,,8.726,否
1236,20西安高新MTN004,98.81,4.2895,-41.27,4.2895,,4.3726,否
1237,20电建地产PPN002,99.60,4.6702,-10.44,4.6702,,4.7753,否
1238,20扬州化工CP001,99.74,4.8701,31.08,4.87,,0.2575,否
1239,20大同煤矿PPN006,97.78,6.3605,-46.21,6.3605,,2.4712,否
1240,20孝感城投CP001,99.45,3.9286,-15.08,3.9286,,0.3863,否
1241,18郑州经开PPN001,101.60,4.0199,-89.96,4.0199,,0.8959,否
1242,20郑发投资债01,99.41,4.0787,,4.0773,,6.7781,否
1243,20华菱集团SCP004,99.44,3.85,-5.68,3.8466,,0.5945,否
1244,19徽商银行01,100.13,3.405,-14.5,3.405,,1.2493,否
1245,19南京地铁绿色债01,100.33,3.88,-15.0,3.8793,,3.7836,否
1246,17苏州高新MTN001,101.23,4.6322,-2.04,4.6322,,3.3014,否
1247,20浙商银行CD084,97.60,3.3,,3.3,,0.6055,否
1248,20芜湖宜居MTN003,98.87,4.1482,20.12,4.1488,,4.9123,否
1249,19中电投MTN001A,100.27,3.1498,-0.36,3.1507,,1.1995,否
1250,20青岛银行CD053,97.64,3.2799,1.0,3.2799,,0.3836,否
1251,18格力地产MTN001,100.54,5.0221,-5.34,5.0102,,0.3233,否
1252,16苏筑富债,58.53,6.1101,-0.2,6.1101,,2.6164,否
1253,18兖矿MTN004,100.23,1.9827,-3.74,1.9862,,0.2822,否
1254,16苏沙钢MTN004,99.71,4.3,,4.2977,,0.9041,否
1255,19闽冶金MTN001,100.23,3.85,,3.85,,1.2822,否
1256,20怀化城投MTN001,100.46,6.3376,32.16,6.3389,,4.5452,否
1257,15中电投MTN002,101.01,3.58,-2.42,3.58,,1.4493,否
1258,19浦口交通PPN001,99.19,5.1865,,5.1865,,1.9973,否
1259,18台州银行小微01,100.56,3.5099,11.99,3.5117,,0.8658,否
1260,20南京高科SCP006,99.81,3.9397,1.0,3.9397,,0.1694,否
